UserID,Label,Class,Electry_down,Message,Electry_line,Electry_in,Electry_out,B_,Current_B,C_,Current_C,Power
6994,0,2,3,0,6479,5386,5008.98,0,0,783,60,0.75
4085,1,3,5,1,5483,4243,2673.09,0,0,332,53.5,0.782
3363,1,1,5,0,8573,7177,4306.2,0,0,508,35.5,0.761
9887,0,2,0,0,2935,1607,1526.65,0,0,790,25.2,0.8
7630,0,3,3,0,8434,7134,6991.32,0,,601,50.4,0.775
6725,0,1,0,2,8025,6923,6646.08,0,0,720,52.7,0.77
6656,0,2,1,2,4757,3716,3455.88,0,0,437,45.4,0.761
3455,0,3,1,1,8388,7074,6791.04,0,0,552,54.9,0.787
6244,0,1,1,0,8099,6761,6422.95,0,0,569,53.6,0.78
3808,0,2,0,2,4740,3490,3315.5,0,0,218,42.4,0.776
7499,0,3,2,2,3686,2681,2627.38,0,0,891,58.8,0.781
4625,0,1,3,2,4763,3762,3686.76,0,0,718,55.6,0.779
8546,0,2,1,1,6014,5008,4857.76,0,0,859,29.1,0.762
9721,0,3,2,2,3473,2151,2107.98,0,0,507,44.8,0.792
9640,0,1,2,0,5084,3891,3813.18,0,0,352,39.1,0.776
5787,0,2,1,2,6312,5016,4965.84,0,0,566,34.3,0.794
2772,0,1,3,1,5620,4216,4173.84,0,0,793,44,0.783
8103,0,2,0,0,3037,1946,1868.16,0,0,372,26.7,0.771
2935,0,3,5,1,6300,5014,4713.16,0,0,543,50.4,0.756
4190,1,1,5,0,7480,5983,5803.51,0,0,598,45.2,0.774
7712,0,2,4,1,6358,4990,4940.1,0,0,826,28.5,0.8
4477,0,3,5,1,5085,3929,3889.71,0,0,324,58.5,0.789
6625,0,1,5,0,3017,1625,1592.5,0,0,697,29,0.772
8331,0,2,4,1,8117,6655,6255.7,0,0,286,46,0.782
9000,0,3,1,1,5503,4440,4395.6,0,0,852,57.2,0.768
4056,0,1,1,2,4521,3301,3267.99,0,0,312,47.2,0.762
6531,0,2,4,1,4673,3575,3467.75,0,0,592,47.4,0.767
4161,0,3,3,0,6098,4023.2,4714.78,0,0,783,35.6,0.765
4133,0,1,2,1,2972,1942,1806.06,0,0,332,43.5,0.793
9040,0,2,0,2,7705,6476,6152.2,0,0,508,28.2,0.788
6167,0,3,3,1,6159,4875,4728.75,0,0,790,39.9,0.784
4523,0,1,0,1,8777,7555,7252.8,0,0,601,58.1,0.785
8202,0,2,3,1,4245,3162,3035.52,0,0,720,28.3,0.787
8505,0,3,3,0,5232,3768,3730.32,0,0,437,35.2,0.792
4953,1,1,5,2,3775,2298,1585.62,0,0,552,39.3,0.753
3353,0,2,4,0,6229,4858,4663.68,0,0,569,45.7,0.762
5996,0,3,4,1,2970,1796,1760.08,0,0,218,56.7,0.792
7191,0,4,0,1,8352,7159,6872.64,0,0,891,33.3,0.752
6389,0,1,2,2,9068,7838,7602.86,0,0,718,27.1,0.792
5351,0,2,2,2,6420,5122,4917.12,0,0,859,46,0.77
7113,1,3,5,1,3549,2311,1409.71,0,,507,53.6,0.782
2432,0,1,2,1,7282,5863,5511.22,0,0,352,42.4,0.785
8410,0,2,4,0,8309,6955,6885.45,0,0,566,58.8,0.781
9606,0,3,4,2,6833,5570,5402.9,0,0,793,55.6,0.78
7842,0,1,2,2,5931,4846,4603.7,0,0,372,29.1,0.789
8944,0,2,3,0,8607,7480,7330.4,0,0,543,44.8,0.796
5709,0,3,2,0,3985,2805,2636.7,0,0,598,39.1,0.762
9745,1,1,7,4,5594,4136,2481.6,0,0,826,34.3,0.777
9772,0,2,5,0,5989,4527,4345.92,0,0,324,44,0.79
3322,0,3,4,0,9352,7970,7810.6,0,0,697,26.7,0.751
3175,0,1,5,1,6278,5081,4928.57,0,0,286,50.4,0.798
4956,0,2,5,2,4271,3226,3161.48,0,0,852,45.2,0.793
9682,0,3,5,1,7815,6565,6236.75,0,0,312,28.5,0.757
8746,0,1,4,2,5202,3802,3611.9,0,0,603,58.5,0.781
3383,0,2,1,2,7065,5938,5759.86,0,0,197,29,0.797
6133,0,3,0,2,3650,2253,2162.88,0,0,197,46,0.793
7375,0,1,3,2,6053,4883,4834.17,0,0,400,57.2,0.769
8792,0,2,1,0,4319,2961,2901.78,0,0,519,47.2,0.762
9630,0,1,1,2,8609,7451,7301.98,0,0,252,47.4,0.773
7967,0,2,2,1,7653,6263,5824.59,0,0,665,35.6,0.761
9282,0,3,0,1,4013,2544,2416.8,0,0,852,38.5,0.776
9209,0,1,2,2,6735,5716,5373.04,0,0,410,28.4,0.753
3973,0,2,1,0,8678,7319,7099.43,0,0,287,51.5,0.753
5313,1,3,5,2,4897,3590,2584.8,0,0,683,34.7,0.784
9763,0,1,1,2,4212,4023.2,3002.95,0,0,682,55.7,0.755
3364,0,2,0,1,7727,6338,6147.86,0,0,614,32.8,0.791
5053,0,3,3,0,4424,3361,3293.78,0,0,873,39.3,0.766
5279,0,1,3,0,7256,5914,5854.86,0,0,695,43.7,0.796
8540,0,2,1,2,8213,6808,6331.44,0,0,387,34.9,0.797
4527,0,3,2,0,4159,2914,2739.16,0,0,455,42.7,0.786
3782,0,1,4,1,6410,5157,4847.58,0,0,436,27.5,0.792
4049,0,2,3,1,3635,2337,2290.26,0,0,863,31.3,0.799
2919,0,3,3,2,2861,1812,1739.52,0,0,307,32.1,0.793
6265,0,1,1,1,4094,3022,2870.9,0,0,762,44.3,0.781
6467,0,2,3,2,8129,7070,6645.8,0,0,609,38.1,0.762
5281,0,3,0,1,7089,5919,5563.86,0,0,224,38.1,0.762
5544,0,1,1,2,6801,5359,5091.05,0,0,555,35.2,0.761
6560,0,2,3,2,7692,6681,6480.57,0,0,630,36.2,0.763
7668,0,3,1,1,5322,4073,3910.08,0,0,744,53.6,0.788
6580,0,1,3,2,7427,6149,5964.53,0,0,632,42.4,0.789
2896,0,2,2,2,5501,4008,3847.68,0,0,340,58.8,0.799
9829,1,3,4,2,2793,1789,1162.85,0,,566,55.6,0.77
6214,0,1,0,2,3318,1948,1850.6,0,0,629,29.1,0.757
3960,0,2,3,2,4017,2836,2694.2,0,0,476,44.8,0.788
5513,0,3,3,2,8764,7340,7266.6,0,0,751,39.1,0.788
2829,0,1,4,0,4494,3388,3184.72,0,0,620,34.3,0.795
3348,0,2,1,2,3271,2189,2101.44,0,0,876,44,0.79
2717,0,1,4,2,8923,7534,7157.3,0,0,656,26.7,0.783
8296,0,2,2,2,5649,4505,4279.75,0,0,433,50.4,0.759
6562,0,3,4,2,5375,4339,4035.27,0,0,574,45.2,0.775
6064,0,1,5,0,3688,2634,2607.66,0,0,650,28.5,0.752
9650,0,2,0,2,7034,5982,5802.54,0,0,331,58.5,0.799
4989,0,3,2,1,4392,3241,3078.95,0,0,703,29,0.771
4336,0,1,0,2,5628,4457,4189.58,0,0,313,46,0.782
4599,0,2,2,0,5370,4086,3963.42,0,0,619,57.2,0.758
8585,0,3,3,0,8149,6896,6482.24,0,0,433,47.2,0.789
7210,0,1,0,1,3645,2465,2415.7,0,0,270,47.4,0.768
7187,0,1,1,1,5567,4148,4023.56,0,0,569,35.6,0.754
4059,0,2,0,2,5533,4201,4116.98,0,0,283,54,0.775
7168,0,3,4,0,7559,6344,6153.68,0,0,844,34.4,0.76
5796,0,1,3,0,9070,7773,7695.27,0,0,740,40.5,0.791
5517,0,2,2,1,8177,7105,7033.95,0,0,411,55.4,0.783
9533,0,3,1,0,4771,3492,3387.24,0,0,440,48.6,0.753
9604,0,1,3,1,3595,2218,2107.1,0,0,475,40,0.787
9685,0,2,2,0,4580,3515,3339.25,0,0,843,31.2,0.756
8799,0,3,3,2,4201,3072,2979.84,0,0,290,33.9,0.797
9994,0,1,2,1,4914,3778,3513.54,0,0,373,31.2,0.77
6760,0,2,2,0,4854,3758,3720.42,0,0,691,28.8,0.753
2916,0,3,4,0,5394,4078,4037.22,0,0,897,36.7,0.791
2550,0,1,3,0,6655,5400,5076,0,0,888,53.6,0.77
7274,0,2,0,2,7408,6370,6051.5,0,0,288,42.4,0.767
3826,1,3,4,0,5494,3994,3914.12,0,0,522,58.8,0.794
3747,0,1,3,0,5247,4223,4011.85,0,0,537,55.6,0.762
6878,0,2,1,2,5551,4396,4176.2,0,0,379,29.1,0.79
7290,1,3,5,1,5356,3932,2555.8,0,0,354,44.8,0.788
8412,0,1,3,1,6984,5525,5414.5,0,0,339,39.1,0.799
4085,0,2,4,1,3790,2747,2692.06,0,0,169,34.3,0.796
6179,0,1,4,0,4486,3311,3211.67,0,0,592,44,0.778
2684,0,2,0,0,7783,6472,6083.68,0,0,783,26.7,0.8
8067,0,3,1,1,3005,1797,1761.06,0,0,332,50.4,0.787
5609,0,1,1,0,6301,5068,4865.28,0,0,508,45.2,0.777
2490,0,2,0,0,8870,7497,7197.12,0,0,790,28.5,0.75
6536,0,3,0,0,9021,7901,7584.96,0,0,601,58.5,0.775
3243,0,1,0,0,7893,6597,6465.06,0,0,720,29,0.789
4911,0,2,0,1,5498,4210,3999.5,0,0,437,46,0.773
4527,0,1,2,0,4487,3019,2868.05,0,,552,57.2,0.794
9089,0,2,1,1,6145,4023.2,4549.44,0,0,569,47.2,0.77
4117,1,3,5,2,8727,7726,5253.68,0,0,218,47.4,0.789
4604,0,1,2,0,3816,2558,2481.26,0,0,891,35.6,0.776
2622,0,2,0,2,9096,7727,7495.19,0,0,718,49.7,0.785
4487,0,3,1,2,3767,2443,2296.42,0,0,859,40.1,0.785
6324,0,1,4,1,8283,7177,7105.23,0,0,507,36.4,0.787
3568,0,2,3,2,2880,1811,1702.34,0,0,352,36,0.763
4994,0,3,0,1,8908,7816,7268.88,0,0,566,53.8,0.793
5314,0,1,4,2,5688,4302,4215.96,0,0,793,50.5,0.764
4190,1,2,5,0,4199,2707,1732.48,0,0,372,54.3,0.762
2504,0,3,2,0,7235,6048,5745.6,0,0,543,47.8,0.787
7341,0,1,3,1,7249,6066,5944.68,0,0,598,41,0.764
5054,0,2,4,2,8223,6915,6776.7,0,0,826,58.7,0.768
4309,0,3,0,0,9355,7935,7776.3,0,0,324,37.5,0.798
8686,0,1,3,0,7958,6668,6267.92,0,0,697,57.3,0.781
6795,0,2,4,2,8162,6818,6681.64,0,0,286,51.8,0.798
4704,0,3,3,2,3341,2271,2180.16,0,0,852,42.9,0.797
5282,0,1,4,0,7953,6902,6487.88,0,0,312,25.3,0.754
7681,0,2,2,2,8628,7367,7072.32,0,0,603,45.2,0.761
9920,0,1,3,1,3179,2101,1974.94,0,0,197,27.9,0.763
5449,0,2,3,1,4666,3274,3175.78,0,0,197,47.5,0.78
7836,0,3,0,2,8788,7472,7098.4,0,0,736,43.5,0.768
2443,0,1,0,1,3414,2089,2026.33,0,0,514,53.6,0.8
2861,0,2,4,0,8763,7742,7664.58,0,0,342,42.4,0.756
6566,0,3,1,2,9062,7898,7819.02,0,0,609,58.8,0.767
4065,0,1,1,0,4158,3036,2944.92,0,0,543,55.6,0.753
9928,0,2,0,0,6381,4951,4802.47,0,0,243,29.1,0.788
9791,0,3,3,2,6383,5205,5152.95,0,0,279,44.8,0.752
6395,0,4,0,0,9015,7559,7105.46,0,0,248,39.1,0.779
9365,0,2,3,2,5397,4043,3962.14,0,0,670,34.3,0.762
6303,0,3,0,0,7939,6540,6213,0,0,824,44,0.773
6483,1,1,5,2,6335,5244,3198.84,0,0,349,26.7,0.783
2572,0,2,1,2,5250,3964,3884.72,0,0,382,50.4,0.788
4086,0,3,5,1,4903,3697,3549.12,0,0,662,45.2,0.781
9523,0,1,0,1,4994,3700,3589,0,0,671,28.5,0.767
4141,0,2,4,0,3412,2076,1992.96,0,,286,58.5,0.779
5949,0,3,5,2,7351,6093,5727.42,0,0,720,29,0.796
6935,0,1,0,2,7080,6051,5808.96,0,0,468,46,0.773
8654,0,2,0,0,6559,5060,4958.8,0,0,756,57.2,0.792
7365,0,3,1,2,9394,7907,7511.65,0,0,605,47.2,0.782
7836,0,1,3,0,4194,2795,2711.15,0,0,156,47.4,0.78
9435,0,2,0,2,5841,4478,,0,0,242,35.6,0.784
6149,0,3,0,0,7573,6283,6220.17,0,0,788,36.4,0.764
6646,0,1,1,2,3673,2177,2089.92,0,0,326,42.4,0.795
9135,0,2,5,2,5920,4877,4681.92,0,0,243,29.9,0.789
7799,0,3,2,2,4073,2655,2469.15,0,0,783,48.7,0.775
3608,1,4,5,0,6896,5657,5374.15,0,0,682,32.4,0.769
6867,0,2,2,2,8393,7372,7150.84,0,0,868,57,0.785
7256,0,1,2,0,4089,3042,2920.32,0,0,677,44.1,0.794
7889,0,2,3,2,3701,2385,2313.45,0,0,527,29.6,0.77
8756,0,3,5,0,3956,2678,2624.44,0,0,285,56.5,0.758
9691,0,1,4,2,8677,7273,6763.89,0,0,792,45.2,0.764
3025,0,2,1,1,8702,7356,7135.32,0,0,377,46.3,0.752
5773,0,3,4,2,8075,6582,6121.26,0,0,603,33.6,0.8
8117,0,1,2,1,8039,4023.2,6104.52,0,0,150,27.4,0.765
5902,0,2,1,2,7133,5852,5617.92,0,0,391,40.6,0.774
4224,0,3,1,0,3057,1952,1873.92,0,0,643,48.3,0.797
4096,0,1,2,1,2991,1601,1520.95,0,0,,57.3,0.751
7325,0,2,3,1,5860,4362,4100.28,0,0,814,35.3,0.753
9377,0,3,0,1,5535,4093,3970.21,0,0,366,38.4,0.796
2851,0,1,0,0,8124,6973,6694.08,0,0,429,27,0.754
3611,0,2,0,1,8957,7756,7290.64,0,0,753,53.6,0.763
8137,0,3,1,1,5581,4503,4232.82,0,0,286,42.4,0.789
4644,0,1,2,2,5116,3938,3780.48,0,0,582,58.8,0.772
3625,0,2,3,2,5615,4530,4212.9,0,0,523,55.6,0.756
9032,0,3,4,0,6800,5439,5058.27,0,0,427,29.1,0.798
5888,0,4,2,0,4429,3176,2985.44,0,0,317,44.8,0.755
5282,0,2,3,2,3056,1643,1610.14,0,0,685,39.1,0.777
4585,0,1,3,1,5798,4532,4486.68,0,0,897,34.3,0.753
8433,0,2,4,2,4905,3606,3497.82,0,0,470,44,0.763
6796,0,3,1,2,5534,4292,4163.24,0,0,762,26.7,0.793
2493,1,1,5,2,8534,7056,4233.6,0,0,806,50.4,0.776
9153,0,2,2,0,6437,5196,4884.24,0,0,658,45.2,0.756
8371,0,3,4,0,4255,2954,2924.46,0,0,544,28.5,0.768
4676,1,1,4,1,8618,7222,4405.42,0,0,873,58.5,0.784
9410,1,2,4,4,6977,5905,4724,0,0,248,29,0.775
3452,1,4,2,1,4631,3587,2726.12,0,0,492,46,0.774
2806,0,1,9,0,7133,6025,5723.75,0,,705,57.2,0.787
4962,0,2,3,0,6785,5576,5520.24,0,0,619,47.2,0.796
7218,0,3,2,0,6869,5468,5085.24,0,0,484,47.4,0.799
6630,1,1,5,2,7675,6599,4223.36,0,0,374,35.6,0.786
4971,1,2,3,3,4171,3041,1855.01,0,0,552,37.8,0.799
6923,0,3,3,0,4028,2690,2582.4,0,0,248,56.9,0.779
6318,0,1,4,0,5729,4260,4174.8,0,0,447,55.8,0.76
4076,1,2,10,2,4926,3803,2281.8,0,0,671,34.4,0.75
8210,1,3,10,3,4667,3649,2736.75,0,0,764,42.1,0.791
6736,0,1,2,3,,,3582.72,0,0,736,32.7,0.761
3575,0,2,4,2,4957,3935,3659.55,0,0,620,42.3,0.764
6499,0,3,3,0,4333,2899,2841.02,0,0,235,53.8,0.788
2447,0,1,0,3,7448,6383,6127.68,0,0,216,38.2,0.799
6710,1,2,9,3,6272,4846,3731.42,0,0,501,38.3,0.789
5675,0,3,0,2,6249,4815,4574.25,0,0,416,50.9,0.791
5813,1,1,8,4,5858,4679,3556.04,0,0,438,39.8,0.759
2521,0,2,2,4,7496,6438,6116.1,0,0,383,31.6,0.752
3020,0,3,3,1,4024,2963,2903.74,0,0,534,41.4,0.786
2599,0,1,7,0,6809,5366,5151.36,0,0,154,58.7,0.75
2751,0,2,6,0,7678,6496,6171.2,0,0,158,60,0.755
3160,1,1,4,2,5209,4181,3261.18,0,0,305,53,0.765
6751,0,2,7,0,2643,1612,1515.28,0,0,702,40.7,0.775
3653,0,3,2,0,6983,5874,5639.04,0,0,514,41.8,0.799
5691,0,1,5,0,7551,6143,5774.42,0,0,201,59.7,0.768
3728,1,2,1,4,5958,4925,3693.75,0,0,253,52.6,0.767
9767,1,3,5,1,4066,2606,1667.84,0,0,570,30.8,0.767
8728,0,1,1,2,3737,2691,2502.63,0,0,206,35.8,0.785
3779,1,2,2,4,5107,3654,2594.34,0,0,749,39.8,0.785
6740,1,3,6,1,4592,3138,2290.74,0,0,391,54.2,0.773
4516,0,1,6,1,8161,7023,6601.62,0,0,488,53,0.78
8255,0,2,5,3,5313,4045,3761.85,0,0,468,35.6,0.754
8773,1,3,2,4,5405,4318,2936.24,0,0,231,41.4,0.793
3453,0,1,4,0,2562,1562,1546.38,0,0,680,26.5,0.753
7847,1,2,7,3,3466,2336,1471.68,0,0,249,54.8,0.777
9208,0,3,6,1,8500,7044,6621.36,0,0,431,53.6,0.779
5819,0,1,1,3,7730,6512,6056.16,0,0,585,42.4,0.783
4996,0,2,3,3,6879,5579,5411.63,0,0,385,58.8,0.783
6806,0,3,4,0,3494,2361,2290.17,0,0,233,55.6,0.765
4211,0,1,8,0,8391,7329,6889.26,0,0,276,29.1,0.753
6827,1,2,6,3,7767,6662,4263.68,0,0,829,44.8,0.753
4807,0,3,1,2,8474,7388,6870.84,0,0,373,39.1,0.754
8425,0,4,4,0,8444,7070,6787.2,0,0,202,34.3,0.755
5535,1,1,2,0,6988,5823,3552.03,0,0,203,44,0.772
6400,1,2,4,2,5636,4258,2938.02,0,0,810,26.7,0.797
6445,1,3,7,1,5591,4183,2677.12,0,0,633,50.4,0.777
5784,0,1,4,0,5983,4485,4395.3,0,0,593,45.2,0.764
5643,0,2,0,0,2885,1513,1497.87,0,0,506,28.5,0.778
3374,0,3,1,3,5372,3967,3808.32,0,0,435,58.5,0.774
7731,0,1,4,0,6481,5279,5120.63,0,0,642,29,0.777
8711,1,2,1,4,8122,6625,5101.25,0,0,216,46,0.757
7525,1,3,6,0,4047,2977,2262.52,0,0,584,57.2,0.8
8069,1,1,6,1,4024,2859,1972.71,0,0,197,47.2,0.758
4786,1,2,6,0,5476,4408,4231.68,0,0,196,47.4,0.77
8519,0,3,0,4,8419,6957,6678.72,0,0,313,35.6,0.773
9020,0,1,4,0,7669,6520,6324.4,0,0,764,50,0.762
8027,1,2,9,4,8348,7284,5608.68,0,0,259,45.7,0.785
6029,0,3,0,2,3720,2555,2452.8,0,0,339,35.4,0.776
6074,0,1,2,2,3204,1839,1783.83,0,0,537,45.5,0.782
9003,0,2,4,0,3592,2201,2156.98,0,0,460,40.9,0.774
6113,1,3,9,4,8502,7481,5236.7,0,0,391,54.4,0.796
9379,0,1,0,2,4106,3007,2916.79,0,0,348,25.8,0.754
6468,0,2,1,2,8441,7098,6814.08,0,0,454,40.7,0.781
8394,0,1,0,0,3758,2579,2475.84,0,0,486,28.5,0.798
2551,0,2,5,1,5551,4023.2,4083.7,0,0,597,56.4,0.761
6017,0,3,4,0,7062,5603,5434.91,0,0,822,44.9,0.756
7912,1,1,5,1,6622,5143,4114.4,0,0,884,40.1,0.79
5762,0,2,1,0,5812,4699,,0,0,211,33.9,0.76
7604,0,3,0,0,7120,6020,5779.2,0,0,301,44.6,0.785
2568,0,1,4,0,5392,4218,3922.74,0,0,315,56.1,0.754
8441,1,2,4,1,8453,7162,4726.92,0,0,158,33.1,0.764
8239,0,3,3,0,8277,7155,6725.7,0,0,436,31.2,0.786
7635,0,1,2,2,7416,6264,6076.08,0,0,193,55.6,0.781
4160,0,2,2,0,6637,5625,5512.5,0,0,634,49.8,0.775
7334,0,3,2,1,4643,3567,3495.66,0,0,380,44.6,0.794
8913,0,1,4,2,8221,6745,6542.65,0,0,219,44.1,0.753
3995,0,2,4,0,4385,3335,3101.55,0,0,595,40.1,0.77
2919,0,3,0,1,6641,5619,5281.86,0,0,361,59.6,0.763
6720,1,1,5,1,3503,2312,1757.12,0,0,394,34.7,0.778
7915,0,2,1,0,6306,5170,5118.3,0,0,296,51.9,0.757
6074,0,3,0,1,6864,5462,5407.38,0,0,619,25.3,0.76
4312,0,1,2,2,3876,2641,2588.18,0,0,385,56.4,0.786
6020,0,2,2,2,5533,4199,3905.07,0,0,709,31.1,0.765
4924,0,3,0,2,5568,4329,4155.84,0,0,328,42.6,0.761
7312,0,1,2,1,7648,6274,6085.78,0,0,849,42.5,0.768
7776,0,2,0,1,2936,1752,1699.44,0,0,334,29.6,0.792
2954,0,3,1,2,7652,6335,5954.9,0,0,397,32,0.77
2417,0,1,4,0,5476,4371,4108.74,0,0,892,43.4,0.791
5253,0,2,2,0,6400,5282,4912.26,0,0,355,53.6,0.761
7553,0,3,3,0,3449,2207,2162.86,0,0,213,42.4,0.755
4427,1,1,5,1,7547,6187,4083.42,0,0,724,58.8,0.788
9261,1,2,5,0,7046,5884,4001.12,0,0,877,55.6,0.797
8641,0,1,0,0,8941,7720,7488.4,0,0,777,29.1,0.765
4210,0,2,3,0,4929,3551,3408.96,0,0,827,44.8,0.756
4345,0,3,0,2,8841,7464,7389.36,0,0,600,39.1,0.75
6679,0,1,1,2,7958,6758,6284.94,0,0,622,34.3,0.773
3142,0,2,1,1,5071,3674,3416.82,0,0,289,44,0.763
6628,0,3,1,0,5089,3762,3536.28,0,0,302,26.7,0.768
7342,0,1,0,2,9225,7884,7805.16,0,0,534,50.4,0.799
6865,0,2,2,2,7696,6245,6182.55,0,0,254,45.2,0.757
6054,0,3,3,2,3218,1935,1799.55,0,0,673,28.5,0.774
4969,0,1,1,1,7197,6150,6027,0,0,496,58.5,0.766
7272,0,1,2,2,3810,2738,2573.72,0,0,733,29,0.764
9695,0,2,2,0,3427,2040,1999.2,0,0,401,46,0.761
7995,0,3,1,2,4371,3255,3222.45,0,0,237,57.2,0.792
5316,0,1,3,1,3697,2444,2370.68,0,0,770,47.2,0.764
4616,0,2,0,0,7085,5667,5383.65,0,0,663,47.4,0.767
3874,0,3,5,1,5607,4120,3872.8,0,0,314,35.6,0.761
3495,0,1,5,0,6999,5892,5538.48,0,0,449,27.2,0.771
3555,0,2,4,1,5809,4349,4131.55,0,0,281,52.9,0.77
5903,0,3,5,1,7868,6608,6541.92,0,0,862,29.1,0.784
3627,0,1,5,0,3525,2366,2318.68,0,0,325,28.8,0.752
7186,0,2,4,1,8990,7637,7407.89,0,0,359,32.6,0.78
5929,0,3,1,1,4260,3253,3057.82,0,0,273,33.1,0.787
4794,0,1,1,2,8206,6766,6563.02,0,0,668,28.7,0.793
4996,0,2,4,1,4613,3272,,0,0,251,55.2,0.789
5978,0,3,3,0,4458,2988,2958.12,0,0,858,26.1,0.768
9043,0,1,2,1,4683,3523,3417.31,0,0,360,55.2,0.8
3826,0,2,0,2,6191,5181,4921.95,0,0,374,26,0.759
5733,0,3,3,1,6395,5281,5228.19,0,0,605,43.7,0.762
9620,0,1,0,1,3058,1997,1957.06,0,0,522,25.7,0.758
9502,0,2,3,1,8489,7142,6713.48,0,0,839,49.2,0.794
8685,0,1,3,0,4660,3228,3195.72,0,0,277,32.8,0.8
9144,1,2,5,2,9000,7838,5408.22,0,0,420,32.2,0.759
5930,0,3,4,0,4793,3763,3687.74,0,0,859,26.1,0.777
9121,0,1,4,1,6434,5090,4835.5,0,0,675,41.5,0.787
8620,0,2,0,1,2983,1783,1711.68,0,0,350,46.3,0.8
8493,0,3,2,2,6173,4772,4485.68,0,0,847,50.8,0.791
2514,0,1,2,2,7688,6461,6202.56,0,0,331,49.7,0.763
6749,1,2,5,1,8627,7554,5136.72,0,0,205,28.4,0.77
5970,0,1,2,1,8315,7052,6910.96,0,0,661,59.7,0.79
4480,0,2,4,0,3943,2587,2535.26,0,0,407,50.7,0.774
8505,0,3,4,2,3550,2200,2112,0,0,328,53.2,0.779
4607,0,1,2,2,3738,2638,2532.48,0,0,736,28.5,0.782
8092,0,2,3,0,3977,2653,2520.35,0,0,759,49.8,0.75
3271,0,3,2,0,6350,4968,4918.32,0,0,742,46.5,0.795
6873,1,1,7,4,5647,4154,2949.34,0,0,528,41.7,0.757
2899,0,2,5,0,5504,4499,4274.05,0,0,231,33.4,0.769
3054,0,3,4,0,6815,5586,5474.28,0,0,742,59.1,0.775
4989,0,1,5,1,8743,7318,7098.46,0,0,896,53,0.783
4650,0,2,5,2,6719,5251,5040.96,0,0,470,40.7,0.79
4052,0,3,5,1,3319,1974,1934.52,0,0,407,59.1,0.772
3445,0,1,4,2,4746,3287,3122.65,0,0,896,25.5,0.785
8973,0,2,1,2,8477,7103,6747.85,0,0,151,32.8,0.767
3822,0,3,0,2,8951,7631,7173.14,0,0,644,25.4,0.79
6227,0,1,3,2,3645,2219,2130.24,0,0,563,48.5,0.795
6857,0,2,1,0,5807,4388,4080.84,0,0,341,27.2,0.796
5144,0,3,1,2,8857,7793,7247.49,0,0,192,35.2,0.765
6425,0,1,2,1,8887,7732,7500.04,0,0,229,30.3,0.8
3103,0,2,0,1,3406,2361,2337.39,0,0,832,35,0.773
6462,0,1,2,2,4587,3341,3140.54,0,0,407,42.6,0.761
8054,0,2,1,0,7411,6041,5678.54,0,0,816,46.1,0.776
3519,1,3,5,2,7738,6314,3977.82,0,0,759,32.1,0.753
7961,0,1,1,2,8174,6867,6386.31,0,0,757,34.1,0.796
5571,0,2,0,1,8010,6893,6824.07,0,0,358,27.1,0.765
9940,0,3,3,0,5515,4350,4045.5,0,0,455,38.8,0.776
9889,0,1,3,0,4801,3401,3366.99,0,0,587,52.2,0.781
3844,0,2,1,2,8401,7152,7080.48,0,0,594,41.4,0.793
3404,0,3,2,0,6483,5155,4948.8,0,0,350,51.6,0.775
7857,0,4,4,1,9250,7823,7588.31,0,0,686,26.7,0.751
8326,0,2,3,,8014,6680,6412.8,0,0,190,25.4,0.759
9253,0,3,3,2,7132,5943,5764.71,0,0,555,39.8,0.783
2831,0,1,1,1,3092,1707,1621.65,0,0,410,48.3,0.752
6230,1,2,3,2,8199,6906,6836.94,0,0,425,33.3,0.797
7292,0,3,0,1,7126,5968,5908.32,0,0,220,55.5,0.789
6377,0,1,1,2,5593,4430,4341.4,0,0,334,47,0.763
8663,0,2,3,2,8118,6753,6280.29,0,0,336,30.3,0.786
7968,0,3,1,1,4566,3250,3152.5,0,0,563,43.6,0.797
8123,0,1,3,2,2915,1599,1551.03,0,0,877,39.5,0.76
3878,0,2,2,2,4504,3193,3001.42,0,0,689,51.6,0.764
5736,1,3,4,2,7807,6376,5100.8,0,0,274,50.6,0.796
9216,0,1,0,2,8408,6957,6539.58,0,0,160,32.1,0.766
8990,0,2,3,2,7781,6567,6304.32,0,0,774,44.1,0.792
9201,0,3,3,2,4358,3070,2855.1,0,0,394,32.8,0.767
9773,0,1,4,0,5747,4726,4536.96,0,0,660,48.7,0.752
2501,0,2,1,2,6579,5377,5215.69,0,0,691,27.5,0.767
8399,0,3,4,2,5914,4602,4509.96,0,0,235,55.6,0.757
7972,0,4,2,2,3089,2010,1909.5,0,0,675,50.5,0.794
7118,0,2,4,2,5866,4594,4410.24,0,0,177,43.4,0.774
5177,0,1,5,0,3858,2775,2747.25,0,0,777,57,0.775
5293,0,2,0,2,5458,4450,4405.5,0,0,448,34.9,0.786
4582,0,3,2,1,3147,1789,1681.66,0,0,835,46.5,0.786
3038,0,1,0,2,7488,6428,6170.88,0,0,582,34.5,0.794
7083,0,2,2,0,5800,4590,4406.4,0,0,498,51.4,0.772
6688,0,3,3,0,8477,7371,6928.74,0,0,228,34.3,0.752
2947,0,1,0,1,3314,2118,2054.46,0,0,541,50.4,0.787
7248,0,2,1,1,4410,3083,2959.68,0,0,468,49.8,0.761
9003,0,3,0,2,4192,2696,2642.08,0,0,519,47.5,0.762
